20000  6.62786290278806244913  0.02080638729786448218
20500  6.38768159121703682501  0.02005058361104250855
21000  6.03500227428483260184  0.01893511036565110814
21500  5.47830368981667703565  0.01717672360134669257
21750  5.15573396545026074733  0.01617392765717399344
22000  4.78160513392627262164  0.01500292180033277294
22324  4.37737359684523763548  0.01373784615437986974
23094  3.58699951953937645754  0.01126144311835626695
23864  3.00296417577121443898  0.00942448901400957419
23960  2.94392960473339604377  0.00924330675330153374
25000  2.39285144035096930537  0.00750657658310398268
26444  1.82715777865857154083  0.00572937496824264640
26464  1.81814435374258875910  0.00570213166859714383
27000  1.65751203865104290713  0.00519941510765133466
28000  1.40355439144832994103  0.00440581043038387830
29000  1.19995759704557625192  0.00376905473917870304
29500  1.10402201648740394546  0.00346904926650466175
29810  1.04923251431852482263  0.00329733735699165630
30000  1.03188327126248280408  0.00324411400447032145
30200  1.00488741092353683904  0.00315907472081571354
30800  0.91378057497625186922  0.00287426590092764236
